id,postsurvey_question_id,user_id,description,created_at
1719,2,281,High,"2015-12-29 05:14:57"
1720,3,281,"This was interesting, but it was hard to come up with 10 different ideas. I am also not very good with creativity, but I tried my best on what I would like to have. Also, I tried my best with ""tags"" too because I have never used tags before.","2015-12-29 05:14:57"
1721,1,283,"20 minutes","2015-12-29 05:18:31"
1722,2,283,Medium,"2015-12-29 05:18:31"
1723,3,283,"nice task","2015-12-29 05:18:31"
1724,1,284,"It took more than 30 minutes, probably because the internet was also a bit slow.","2015-12-29 06:38:14"
1725,2,284,Medium,"2015-12-29 06:38:14"
1726,3,284,none,"2015-12-29 06:38:14"
1727,1,286,01:00,"2015-12-29 12:36:01"
1728,2,286,Medium,"2015-12-29 12:36:01"
1729,3,286,"Interesting task to work on","2015-12-29 12:36:01"
1730,1,287,"20 minutes","2015-12-29 11:45:09"
1731,2,287,High,"2015-12-29 11:45:09"
1732,3,287,,"2015-12-29 11:45:09"
1733,1,289,"20-ish minutes?","2015-12-29 11:48:27"
1734,2,289,Medium,"2015-12-29 11:48:27"
1735,3,289,,"2015-12-29 11:48:27"
1736,1,290,"20  minutes","2015-12-29 11:51:01"
1737,2,290,Medium,"2015-12-29 11:51:01"
1738,3,290,,"2015-12-29 11:51:01"
1739,1,293,"30 min","2015-12-29 11:43:44"
1740,2,293,Medium,"2015-12-29 11:43:44"
1741,3,293,"thank you.","2015-12-29 11:43:44"
1742,1,294,00:15,"2015-12-29 11:59:00"
1743,2,294,High,"2015-12-29 11:59:00"
1744,3,294,,"2015-12-29 11:59:00"
1745,1,296,00.45,"2015-12-29 12:48:17"
1746,2,296,Medium,"2015-12-29 12:48:17"
1747,3,296,"Some spell mistakes was there I was typed fast , there was no edit option I am sorry for that . Thank you","2015-12-29 12:48:17"
1748,1,297,00:20,"2015-12-29 12:18:39"
1749,2,297,Medium,"2015-12-29 12:18:39"
1750,3,297,,"2015-12-29 12:18:39"
1751,1,299,00:20,"2015-12-29 12:11:47"
1752,2,299,Easy,"2015-12-29 12:11:47"
1753,3,299,none,"2015-12-29 12:11:47"
1754,1,301,00:22,"2015-12-29 12:24:56"
1755,2,301,Medium,"2015-12-29 12:24:56"
1756,3,301,,"2015-12-29 12:24:56"
1757,1,302,00:30,"2015-12-29 12:45:06"
1758,2,302,Medium,"2015-12-29 12:45:06"
1759,3,302,"I enjoyed coming up with new ideas thanks for the task!","2015-12-29 12:45:06"
1760,1,304,"I'd say it took me about 30 minutes from the time I started, but I am just guessing. I lost track of time as I was coming up with ideas. ","2015-12-29 13:19:18"
1761,2,304,"Very high","2015-12-29 13:19:18"
1762,3,304,,"2015-12-29 13:19:18"
1763,1,306,"25 minutes","2015-12-29 13:09:22"
1764,2,306,"Very high","2015-12-29 13:09:22"
1765,3,306,,"2015-12-29 13:09:22"
1766,1,308,00:20,"2015-12-29 13:33:33"
1767,2,308,Medium,"2015-12-29 13:33:33"
1768,3,308,"This was interesting! Thank you!","2015-12-29 13:33:33"
1769,1,309,"20 minutes","2015-12-29 13:22:19"
1770,2,309,High,"2015-12-29 13:22:19"
1771,3,309,,"2015-12-29 13:22:19"
1772,1,311,"30 minutes, I forgot to add the tags for two requirements, sorry, so I did 13 total.","2015-12-29 15:17:13"
1773,2,311,Medium,"2015-12-29 15:17:13"
1774,3,311,"I did 13 requirements because I left out the tags for two, sorry. When should I expect the house?","2015-12-29 15:17:13"
1775,1,312,00:35,"2015-12-29 15:09:27"
1776,2,312,High,"2015-12-29 15:09:27"
1777,3,312,"I'm not very creative.","2015-12-29 15:09:27"
1778,1,313,"about 25 minutes","2015-12-29 15:56:38"
1779,2,313,"Very easy","2015-12-29 15:56:38"
1780,3,313,"I thought it was fun!","2015-12-29 15:56:38"
1781,1,316,"20 minutes","2015-12-29 16:30:26"
1782,2,316,Medium,"2015-12-29 16:30:26"
1783,3,316,none,"2015-12-29 16:30:26"
1784,1,320,"23 mins","2015-12-29 17:37:05"
1785,2,320,Medium,"2015-12-29 17:37:05"
1786,3,320,,"2015-12-29 17:37:05"
1787,1,322,00:30,"2015-12-29 18:05:29"
1788,2,322,Medium,"2015-12-29 18:05:29"
1789,3,322,,"2015-12-29 18:05:29"
1790,1,325,00:23,"2015-12-29 17:36:41"
1791,2,325,Medium,"2015-12-29 17:36:41"
1792,3,325,,"2015-12-29 17:36:41"
1793,1,326,45,"2015-12-29 18:03:46"
1794,2,326,Medium,"2015-12-29 18:03:46"
1795,3,326,"Hope some of these become reality! Thanks great survey!","2015-12-29 18:03:46"
1796,1,327,00:17,"2015-12-29 18:00:08"
1797,2,327,Medium,"2015-12-29 18:00:08"
1798,3,327,interesting!,"2015-12-29 18:00:08"
1799,1,331,"35 minutes","2015-12-29 17:52:50"
1800,2,331,Medium,"2015-12-29 17:52:50"
1801,3,331,,"2015-12-29 17:52:50"
1802,1,334,"45 minutes or so (I think)","2015-12-29 18:02:11"
1803,2,334,High,"2015-12-29 18:02:11"
1804,3,334,"The part I put in about the hot water heater would have saved me thousands in water damage -- slow leaks can do a lot of mold damage and go unnoticed for a long time.","2015-12-29 18:02:11"
1805,1,335,00:10,"2015-12-29 17:45:45"
1806,2,335,"Very easy","2015-12-29 17:45:45"
1807,3,335,,"2015-12-29 17:45:45"
1808,1,337,20,"2015-12-29 17:54:59"
1809,2,337,Easy,"2015-12-29 17:54:59"
1810,3,337,,"2015-12-29 17:54:59"
1811,1,338,00:21,"2015-12-29 17:59:28"
1812,2,338,Medium,"2015-12-29 17:59:28"
1813,3,338,"one of the more engaging HITs I've done.","2015-12-29 17:59:28"
1814,1,341,00:40,"2015-12-29 18:43:43"
1815,2,341,Medium,"2015-12-29 18:43:43"
1816,3,341,,"2015-12-29 18:43:43"
1817,1,342,"About 45 minutes. ","2015-12-29 19:01:12"
1818,2,342,Medium,"2015-12-29 19:01:12"
1819,3,342,"I enjoyed participating. Thank you. ","2015-12-29 19:01:12"
1820,1,344,00:30,"2015-12-29 18:43:42"
1821,2,344,Easy,"2015-12-29 18:43:42"
1822,3,344,none,"2015-12-29 18:43:42"
1823,1,345,00:20,"2015-12-29 18:32:24"
1824,2,345,Easy,"2015-12-29 18:32:24"
1825,3,345,,"2015-12-29 18:32:24"
1826,1,346,00:40,"2015-12-29 18:45:22"
1827,2,346,Medium,"2015-12-29 18:45:22"
1828,3,346,,"2015-12-29 18:45:22"
1829,1,348,30,"2015-12-29 19:10:40"
1830,2,348,Easy,"2015-12-29 19:10:40"
1831,3,348,,"2015-12-29 19:10:40"
1832,1,349,:30,"2015-12-29 19:55:16"
1833,2,349,High,"2015-12-29 19:55:16"
1834,3,349,,"2015-12-29 19:55:16"
1835,1,350,00:25,"2015-12-29 19:24:15"
1836,2,350,High,"2015-12-29 19:24:15"
1837,3,350,,"2015-12-29 19:24:15"
1838,1,353,30,"2015-12-29 20:39:51"
1839,2,353,Medium,"2015-12-29 20:39:51"
1840,3,353,,"2015-12-29 20:39:52"
1841,1,356,"Around 20-25 minutes","2015-12-29 21:21:10"
1842,2,356,Medium,"2015-12-29 21:21:10"
1843,3,356,,"2015-12-29 21:21:10"
1844,1,359,"approximately 15 minutes","2015-12-29 21:49:59"
1845,2,359,Medium,"2015-12-29 21:49:59"
1846,3,359,,"2015-12-29 21:49:59"
1847,1,363,"Probably about 10 mins","2015-12-29 21:51:44"
1848,2,363,Easy,"2015-12-29 21:51:44"
1849,3,363,,"2015-12-29 21:51:44"
1850,1,364,"25 minutes","2015-12-29 22:06:54"
1851,2,364,Easy,"2015-12-29 22:06:54"
1852,3,364,"It was fun to think about different options.","2015-12-29 22:06:54"
1853,1,365,"about 30 minutes I did other things while thinking of ideas","2015-12-29 22:33:17"
1854,2,365,Medium,"2015-12-29 22:33:17"
1855,3,365,"None Happy New Years","2015-12-29 22:33:17"
1856,1,366,"About 45 minutes or so.","2015-12-29 22:29:57"
1857,2,366,Medium,"2015-12-29 22:29:57"
1858,3,366,"I loved the idea.  Would have liked to have been able to expand on some of my ideas.","2015-12-29 22:29:57"
1859,1,368,"45 minutes","2015-12-29 23:04:13"
1860,2,368,Medium,"2015-12-29 23:04:13"
1861,3,368,"Other than missing some typos, I had no problems of which I was aware.
Thanks for letting me participate. Thanks, too, for adding to our body of knowledge.","2015-12-29 23:04:13"
1862,1,369,"45 minutes","2015-12-29 22:29:45"
1863,2,369,"Very high","2015-12-29 22:29:45"
1864,3,369,,"2015-12-29 22:29:45"
1865,1,370,"35 minutes","2015-12-29 22:30:30"
1866,2,370,Medium,"2015-12-29 22:30:30"
1867,3,370,,"2015-12-29 22:30:30"
1868,1,372,"60 minutes","2015-12-29 22:55:23"
1869,2,372,Medium,"2015-12-29 22:55:23"
1870,3,372,"The difficulty is to take normal existing items, and build new directions with them. The task was fun though. ","2015-12-29 22:55:23"
1871,1,373,"About 30 minutes, give or take.","2015-12-29 22:16:02"
1872,2,373,Medium,"2015-12-29 22:16:02"
1873,3,373,"No additional comments","2015-12-29 22:16:02"
1874,1,374,00:26,"2015-12-29 22:17:55"
1875,2,374,High,"2015-12-29 22:17:55"
1876,3,374,"difficult creative task but interesting!","2015-12-29 22:17:55"
1877,1,375,10:00,"2015-12-29 23:11:25"
1878,2,375,High,"2015-12-29 23:11:25"
1879,3,375,,"2015-12-29 23:11:26"
1880,1,379,"I am unsure.","2015-12-29 23:46:24"
1881,2,379,Medium,"2015-12-29 23:46:24"
1882,3,379,,"2015-12-29 23:46:24"
1883,1,380,"00.30 minits","2015-12-29 23:26:49"
1884,2,380,"Very easy","2015-12-29 23:26:49"
1885,3,380,"i like very much","2015-12-29 23:26:49"
1886,1,381,0:40,"2015-12-29 23:56:09"
1887,2,381,Medium,"2015-12-29 23:56:09"
1888,3,381,"No comments.","2015-12-29 23:56:09"
1889,1,383,"30 minutes","2015-12-30 00:44:52"
1890,2,383,Medium,"2015-12-30 00:44:52"
1891,3,383,,"2015-12-30 00:44:52"
1892,1,384,"45 minutes","2015-12-30 01:17:39"
1893,2,384,Medium,"2015-12-30 01:17:39"
1894,3,384,,"2015-12-30 01:17:39"
1895,1,386,"The survey borked on me with a tomcat error part way through so honestly I have no idea because I had to come back through it all again. I'm going to guess about 45 minutes.","2015-12-30 01:53:01"
1896,2,386,Medium,"2015-12-30 01:53:01"
1897,3,386,"No comments, this one was kinda fun.","2015-12-30 01:53:01"
1898,1,389,15,"2015-12-30 02:20:32"
1899,2,389,Easy,"2015-12-30 02:20:32"
1900,3,389,,"2015-12-30 02:20:32"
1901,1,390,"40 minutes","2015-12-30 04:21:32"
1902,2,390,Easy,"2015-12-30 04:21:32"
1903,3,390,,"2015-12-30 04:21:32"
1904,1,391,"approximately 30 minutes","2015-12-30 09:26:49"
1905,2,391,Medium,"2015-12-30 09:26:49"
1906,3,391,,"2015-12-30 09:26:49"
1907,1,392,00:20,"2015-12-30 09:08:24"
1908,2,392,Medium,"2015-12-30 09:08:24"
1909,3,392,,"2015-12-30 09:08:24"
1910,1,393,"seemed like a while.","2015-12-30 09:02:54"
1911,2,393,Medium,"2015-12-30 09:02:54"
1912,3,393,,"2015-12-30 09:02:54"
1913,1,394,"40 minutes","2015-12-30 09:28:25"
1914,2,394,Medium,"2015-12-30 09:28:30"
1915,3,394,,"2015-12-30 09:28:30"
1916,1,395,00:32,"2015-12-30 09:14:36"
1917,2,395,High,"2015-12-30 09:14:36"
1918,3,395,"this was tough to think of what would really realistically work in a smart home","2015-12-30 09:14:36"
1919,1,397,"45 minutes","2015-12-30 09:30:55"
1920,2,397,Medium,"2015-12-30 09:30:55"
1921,3,397,"After doing the exercises I actually wish I had more Smart Home technology -- it seems like it could really make life easier.","2015-12-30 09:30:55"
1922,1,398,00:30,"2015-12-30 09:19:57"
1923,2,398,Medium,"2015-12-30 09:19:58"
1924,3,398,,"2015-12-30 09:19:58"
1925,1,399,00:30,"2015-12-30 09:21:14"
1926,2,399,"Very easy","2015-12-30 09:21:14"
1927,3,399,"Implementation of the internet of things provides so many possibilities in several sectors.","2015-12-30 09:21:14"
1928,1,400,0:36,"2015-12-30 09:20:41"
1929,2,400,High,"2015-12-30 09:20:41"
1930,3,400,"I found the task difficult but engaging. Difficult just because at the end of the day there doesn't seem to be that many novel uses for smart technology. Just the basics like controlling different elements of your home with apps and stuff.","2015-12-30 09:20:41"
1931,1,401,"00:42 min","2015-12-30 09:41:04"
1932,2,401,Medium,"2015-12-30 09:41:04"
1933,3,401,Thanks,"2015-12-30 09:41:04"
1934,1,402,"10 minutes ","2015-12-30 09:10:28"
1935,2,402,Medium,"2015-12-30 09:10:28"
1936,3,402,,"2015-12-30 09:10:28"
1937,1,404,"15 minutes","2015-12-30 09:35:04"
1938,2,404,Medium,"2015-12-30 09:35:05"
1939,3,404,,"2015-12-30 09:35:05"
1940,1,405,"about 20 min","2015-12-30 09:36:53"
1941,2,405,Medium,"2015-12-30 09:36:53"
1942,3,405,,"2015-12-30 09:36:53"
1943,1,406,"30 mins","2015-12-30 09:58:20"
1944,2,406,Easy,"2015-12-30 09:58:20"
1945,3,406,,"2015-12-30 09:58:21"
1946,1,411,"20 minutes","2015-12-30 10:34:02"
1947,2,411,High,"2015-12-30 10:34:02"
1948,3,411,"I am not that creative, so it was a process.","2015-12-30 10:34:02"
1949,1,413,"40 minutes","2015-12-30 11:20:01"
1950,2,413,Medium,"2015-12-30 11:20:01"
1951,3,413,,"2015-12-30 11:20:01"
1952,1,414,25:00,"2015-12-30 11:31:01"
1953,2,414,Medium,"2015-12-30 11:31:01"
1954,3,414,,"2015-12-30 11:31:01"
1955,1,415,"20 minutes","2015-12-30 11:29:38"
1956,2,415,Medium,"2015-12-30 11:29:38"
1957,3,415,"It was fun","2015-12-30 11:29:38"
1958,1,417,00:35,"2015-12-30 12:12:07"
1959,2,417,Medium,"2015-12-30 12:12:07"
1960,3,417,,"2015-12-30 12:12:07"
1961,1,419,"Maybe 15 minutes excluding time spent outside the survey","2015-12-30 13:00:20"
1962,2,419,"Very easy","2015-12-30 13:00:20"
1963,3,419,,"2015-12-30 13:00:21"
1964,1,420,00:25,"2015-12-30 13:40:12"
1965,2,420,Medium,"2015-12-30 13:40:12"
1966,3,420,,"2015-12-30 13:40:12"
1967,1,423,25.00,"2015-12-30 14:19:44"
1968,2,423,Medium,"2015-12-30 14:19:44"
1969,3,423,"it was hard to come up with 10 ideas but it did make me think quite a bit about what I would like in a home","2015-12-30 14:19:44"
1970,1,424,"25 minutes","2015-12-30 14:24:16"
1971,2,424,High,"2015-12-30 14:24:16"
1972,3,424,,"2015-12-30 14:24:16"
1973,1,425,"20 MI utes","2015-12-30 14:16:01"
1974,2,425,Medium,"2015-12-30 14:16:01"
1975,3,425,"I enjoyed the survey.","2015-12-30 14:16:01"
1976,1,426,00:35,"2015-12-30 14:34:20"
1977,2,426,High,"2015-12-30 14:34:20"
1978,3,426,"It was actually quite a bit harder to come up with interesting ideas for this than I thought. ","2015-12-30 14:34:20"
1979,1,427,00:26,"2015-12-30 14:18:56"
1980,2,427,Easy,"2015-12-30 14:18:56"
1981,3,427,,"2015-12-30 14:18:56"
1982,1,429,00:20,"2015-12-30 14:12:30"
1983,2,429,High,"2015-12-30 14:12:30"
1984,3,429,"Thank you for letting me participate, I apologize if I am not as creative as the others but I tried my best.","2015-12-30 14:12:30"
1985,1,430,01:15,"2015-12-30 15:30:48"
1986,2,430,Medium,"2015-12-30 15:30:48"
1987,1,432,"30 minutes. ","2015-12-30 14:35:09"
1988,2,432,"Very easy","2015-12-30 14:35:09"
1989,3,432,"It was fun to create ideas. Hope you can make a million dollar invention off of my responses :)","2015-12-30 14:35:09"
1990,1,433,"15 minutes","2015-12-30 14:21:09"
1991,2,433,"Very easy","2015-12-30 14:21:09"
1992,3,433,,"2015-12-30 14:21:09"
1993,1,434,"10 minutes","2015-12-30 14:18:55"
1994,2,434,High,"2015-12-30 14:18:55"
1995,3,434,,"2015-12-30 14:18:55"
1996,1,435,"20 minutes","2015-12-30 14:28:22"
1997,2,435,High,"2015-12-30 14:28:23"
1998,3,435,,"2015-12-30 14:28:23"
1999,1,436,00:30,"2015-12-30 14:54:20"
2000,2,436,High,"2015-12-30 14:54:20"
2001,3,436,"It took quite a while to think of what I might like in a smart home.","2015-12-30 14:54:20"
2002,1,438,:32,"2015-12-30 14:43:33"
2003,2,438,High,"2015-12-30 14:43:33"
2004,3,438,"Thank you!","2015-12-30 14:43:33"
2005,1,439,00:40,"2015-12-30 14:42:04"
2006,2,439,Medium,"2015-12-30 14:42:04"
2007,3,439,,"2015-12-30 14:42:04"
2008,1,440,:16,"2015-12-30 14:36:55"
2009,2,440,Medium,"2015-12-30 14:36:55"
2010,3,440,"no comments ","2015-12-30 14:36:55"
2011,1,441,"thirty minutes","2015-12-30 15:17:07"
2012,2,441,Medium,"2015-12-30 15:17:07"
2013,3,441,,"2015-12-30 15:17:07"
2014,1,442,00:15,"2015-12-30 14:54:13"
2015,2,442,Medium,"2015-12-30 14:54:13"
2016,3,442,"This was an interesting survey.","2015-12-30 14:54:13"
2017,1,445,"about 30 minutes","2015-12-30 15:55:42"
2018,2,445,Medium,"2015-12-30 15:55:42"
2019,3,445,,"2015-12-30 15:55:42"
2020,1,447,"20 mins","2015-12-30 17:39:25"
2021,2,447,Easy,"2015-12-30 17:39:25"
2022,3,447,,"2015-12-30 17:39:25"
2023,1,448,"25 minutes","2015-12-30 18:02:43"
2024,2,448,Medium,"2015-12-30 18:02:43"
2025,3,448,,"2015-12-30 18:02:43"
2026,1,450,00:15,"2015-12-30 18:46:34"
2027,2,450,Medium,"2015-12-30 18:46:34"
2028,3,450,,"2015-12-30 18:46:34"
2029,1,451,"15 min","2015-12-30 18:45:21"
2030,2,451,High,"2015-12-30 18:45:21"
2031,3,451,"fun task I did my best","2015-12-30 18:45:21"
2032,1,453,"approx 30 minutes","2015-12-30 19:03:28"
2033,2,453,Medium,"2015-12-30 19:03:28"
2034,3,453,"Interesting survey. It wasn't difficult to think up new ideas, just a bit time consuming.","2015-12-30 19:03:28"
2035,1,454,"About 25 minutes","2015-12-30 19:05:47"
2036,2,454,Medium,"2015-12-30 19:05:47"
2037,3,454,,"2015-12-30 19:05:47"
2038,1,455,"30 minutes","2015-12-30 19:14:06"
2039,2,455,Medium,"2015-12-30 19:14:06"
2040,3,455,,"2015-12-30 19:14:06"
2041,1,456,00:20,"2015-12-30 18:55:50"
2042,2,456,Medium,"2015-12-30 18:55:50"
2043,3,456,,"2015-12-30 18:55:50"
2044,1,457,"35 minutes","2015-12-30 19:05:40"
2045,2,457,Medium,"2015-12-30 19:05:40"
2046,3,457,"Good survey, thanks!","2015-12-30 19:05:40"
2047,1,458,"30 minutes","2015-12-30 19:04:10"
2048,2,458,"Very high","2015-12-30 19:04:10"
2049,3,458,none,"2015-12-30 19:04:10"
2050,1,460,"25 minutes","2015-12-30 19:11:28"
2051,2,460,Medium,"2015-12-30 19:11:28"
2052,3,460,"I hope my answers were acceptable... thank you for letting me participate! ","2015-12-30 19:11:28"
2053,1,461,"Approximately 50 minutes","2015-12-30 19:52:12"
2054,2,461,Medium,"2015-12-30 19:52:12"
2055,3,461,,"2015-12-30 19:52:12"
2056,1,463,00:36,"2015-12-30 19:15:00"
2057,2,463,Medium,"2015-12-30 19:15:00"
2058,3,463,,"2015-12-30 19:15:00"
2059,1,465,"about an hour, I think. I wasn't paying attention to the time. ","2015-12-30 20:15:18"
2060,2,465,Medium,"2015-12-30 20:15:18"
2061,3,465,"Brainstorming was hard, rating was easy. ","2015-12-30 20:15:18"
2062,1,466,"about 45 minutes","2015-12-30 19:54:47"
2063,2,466,Medium,"2015-12-30 19:54:48"
2064,3,466,"there are so many similar items that people have, I just do not have them so I didn't realize what I wanted had already been almost completed.","2015-12-30 19:54:48"
2065,1,467,"45 minutes","2015-12-30 19:54:53"
2066,2,467,Medium,"2015-12-30 19:54:53"
2067,3,467,"All good. All loaded fine in Firefox browser.","2015-12-30 19:54:53"
2068,1,468,"30 minutes","2015-12-30 20:03:27"
2069,2,468,High,"2015-12-30 20:03:27"
2070,3,468,,"2015-12-30 20:03:27"
2071,1,471,"45 minutes","2015-12-30 21:17:13"
2072,2,471,"Very high","2015-12-30 21:17:13"
2073,3,471,"This survey is somewhat underpaid for the amount of work it requires. Under minimum wage surely.","2015-12-30 21:17:13"
2074,1,472,40,"2015-12-30 21:20:25"
2075,2,472,Medium,"2015-12-30 21:20:25"
2076,3,472,,"2015-12-30 21:20:25"
2077,1,474,00:15,"2015-12-30 22:00:21"
2078,2,474,Medium,"2015-12-30 22:00:21"
2079,3,474,,"2015-12-30 22:00:21"
2080,1,475,"15 minutes","2015-12-30 22:28:57"
2081,2,475,High,"2015-12-30 22:28:57"
2082,3,475,,"2015-12-30 22:28:57"
2083,1,476,00:20,"2015-12-30 23:12:17"
2084,2,476,Medium,"2015-12-30 23:12:17"
2085,3,476,,"2015-12-30 23:12:17"
2086,1,478,30,"2015-12-31 00:03:37"
2087,2,478,Easy,"2015-12-31 00:03:38"
2088,3,478,,"2015-12-31 00:03:38"
2089,1,481,"35 mins","2015-12-31 00:16:21"
2090,2,481,High,"2015-12-31 00:16:21"
2091,3,481,,"2015-12-31 00:16:21"
2092,1,482,"30 minutes.","2015-12-31 00:16:21"
2093,2,482,Medium,"2015-12-31 00:16:21"
2094,3,482,"There's nothing that I can add. It was a clear task.","2015-12-31 00:16:21"
2095,1,484,00:20,"2015-12-31 00:34:19"
2096,2,484,Easy,"2015-12-31 00:34:19"
2097,3,484,,"2015-12-31 00:34:19"
2098,1,485,"30 minutes","2015-12-31 00:19:07"
2099,2,485,Medium,"2015-12-31 00:19:07"
2100,3,485,"It was an interesting survey, in a good way.","2015-12-31 00:19:07"
2101,1,487,00:25,"2015-12-31 00:10:03"
2102,2,487,High,"2015-12-31 00:10:03"
2103,3,487,,"2015-12-31 00:10:03"
2104,1,488,"40 minutes","2015-12-31 00:31:16"
2105,2,488,Medium,"2015-12-31 00:31:16"
2106,3,488,,"2015-12-31 00:31:16"
2107,1,492,"00:45 minutes","2015-12-31 00:56:14"
2108,2,492,Medium,"2015-12-31 00:56:14"
2109,3,492,"Hello, 
I did not intend to return the hit. I intended to submit. Not sure what happened... but the hit was gone when I completed the survey.
I did complete the task thou.
Is there any way to submit?

Thank you.","2015-12-31 00:56:14"
2110,1,494,20:40,"2015-12-31 00:02:14"
2111,2,494,High,"2015-12-31 00:02:14"
2112,3,494,good,"2015-12-31 00:02:14"
2113,1,495,"20 minutes","2015-12-30 23:51:57"
2114,2,495,Medium,"2015-12-30 23:51:57"
2115,3,495,,"2015-12-30 23:51:57"
2116,1,496,"60 minutes","2015-12-30 23:59:17"
2117,2,496,High,"2015-12-30 23:59:17"
2118,3,496,,"2015-12-30 23:59:17"
2119,1,498,"20 minutes","2015-12-31 00:10:02"
2120,2,498,High,"2015-12-31 00:10:02"
2121,3,498,"I hope these were sufficient, I tried to come up with as many different ones as I could.","2015-12-31 00:10:02"
2122,1,500,00:24,"2015-12-31 00:11:01"
2123,2,500,Medium,"2015-12-31 00:11:01"
2124,3,500,,"2015-12-31 00:11:01"
2125,1,501,"45 minutes","2015-12-31 01:02:01"
2126,2,501,Medium,"2015-12-31 01:02:01"
2127,3,501,"I took it slow. I had to leave and come back to it a few times to come up with 10 ideas.","2015-12-31 01:02:02"
2128,1,502,"10 minutes","2015-12-31 00:04:04"
2129,2,502,High,"2015-12-31 00:04:04"
2130,3,502,,"2015-12-31 00:04:04"
2131,1,503,"3 minutes","2015-12-31 00:12:25"
2132,2,503,Easy,"2015-12-31 00:12:25"
2133,3,503,"useful to us.","2015-12-31 00:12:25"
2134,1,504,"15 minutes","2015-12-31 00:18:51"
2135,2,504,"Very high","2015-12-31 00:18:51"
2136,3,504,,"2015-12-31 00:18:51"
2137,1,506,30,"2015-12-31 01:43:49"
2138,2,506,Medium,"2015-12-31 01:43:49"
2139,3,506,,"2015-12-31 01:43:49"
2140,1,509,00:25,"2015-12-31 01:32:32"
2141,2,509,High,"2015-12-31 01:32:32"
2142,3,509,"I'm not very creative, so this task was probably harder for me than some people.","2015-12-31 01:32:32"
2143,1,511,"20 minutes","2015-12-31 02:20:15"
2144,2,511,Medium,"2015-12-31 02:20:15"
2145,3,511,,"2015-12-31 02:20:15"
2146,1,512,"00:50 ","2015-12-31 04:18:53"
2147,2,512,"Very high","2015-12-31 04:18:53"
2148,3,512,,"2015-12-31 04:18:53"
2149,1,513,"30 mins approximately","2015-12-31 06:34:48"
2150,2,513,Medium,"2015-12-31 06:34:48"
2151,3,513,,"2015-12-31 06:34:48"
2280,1,704,"17 minutes","2016-03-03 15:14:53"
2281,2,704,Medium,"2016-03-03 15:14:53"
2282,3,704,"I would give more examples for ROLE. i was confused on other roles so i used fireman and things like that.","2016-03-03 15:14:53"
2283,1,705,"15 minutes","2016-03-03 15:21:49"
2284,2,705,Easy,"2016-03-03 15:21:49"
2285,3,705,,"2016-03-03 15:21:49"
2286,1,706,00:10,"2016-03-03 15:29:06"
2287,2,706,Easy,"2016-03-03 15:29:06"
2288,3,706,,"2016-03-03 15:29:06"
2289,1,707,"17 minutes","2016-03-03 15:20:57"
2290,2,707,Easy,"2016-03-03 15:20:57"
2291,3,707,,"2016-03-03 15:20:57"
