id,created_at,created_phase,created_batch,rating_bundle,completion_code
735,"2016-03-03 15:10:19",10,NULL,54,fUpaadjX
736,"2016-03-03 15:10:20",10,NULL,38,9mMLdWOJ
738,"2016-03-03 15:10:40",10,NULL,63,eUaSAq3S
739,"2016-03-03 15:11:01",10,NULL,89,ndAwjE2r
740,"2016-03-03 15:11:06",10,NULL,97,9pKehtQ5
741,"2016-03-03 15:11:14",10,NULL,50,DXO6TRv9
742,"2016-03-03 15:11:15",10,NULL,30,O5zTcQiR
743,"2016-03-03 15:11:42",10,NULL,89,EEgkkZle
744,"2016-03-03 15:12:39",10,NULL,80,2Iir5pQX
746,"2016-03-03 15:13:00",10,NULL,14,IrsuJVxO
747,"2016-03-03 15:13:27",10,NULL,89,Hp94Y9rx
748,"2016-03-03 15:14:48",10,NULL,106,qP8GWxRK
750,"2016-03-03 15:18:52",10,NULL,58,p6mIK45h
753,"2016-03-03 15:21:48",10,NULL,6,6m6ALHeX
755,"2016-03-03 15:22:57",10,NULL,102,8Wxeixsd
756,"2016-03-03 15:24:22",10,NULL,48,34iE7fDU
757,"2016-03-03 15:24:42",10,NULL,53,bXjtlsdI
759,"2016-03-03 15:26:28",10,NULL,13,TmC0hf0N
760,"2016-03-03 15:27:44",10,NULL,16,AhQEllfw
761,"2016-03-03 15:28:04",10,NULL,51,lXe39EGD
762,"2016-03-03 15:30:26",10,NULL,46,VOLa9jbk
763,"2016-03-03 15:30:50",10,NULL,26,bfhx5DvI
764,"2016-03-03 15:32:29",10,NULL,94,4VaFI13i
766,"2016-03-03 15:33:45",10,NULL,23,VhyNsdDt
767,"2016-03-03 15:35:12",10,NULL,94,pz17TRCP
770,"2016-03-03 15:44:16",10,NULL,87,xuXcEJEp
771,"2016-03-03 15:45:12",10,NULL,14,gn2JJ0Vh
772,"2016-03-03 15:45:25",10,NULL,23,dWVBeGSc
773,"2016-03-03 15:46:07",10,NULL,37,MAiwMJeY
774,"2016-03-03 15:48:48",10,NULL,64,KyxR5ye6
776,"2016-03-03 15:52:41",10,NULL,50,wKOVkkab
777,"2016-03-03 15:54:11",10,NULL,22,8rC4Y5uC
781,"2016-03-03 16:08:40",10,NULL,105,IBo0IGAY
782,"2016-03-03 16:14:41",10,NULL,44,hJudf5aI
783,"2016-03-03 16:17:39",10,NULL,90,B1Ml7pkO
784,"2016-03-03 16:21:24",10,NULL,57,h7VFwUhH
787,"2016-03-03 16:26:16",10,NULL,43,PKUYWzvo
790,"2016-03-03 16:32:40",10,NULL,32,C8wAXMUu
792,"2016-03-03 16:37:01",10,NULL,25,TauM0uux
793,"2016-03-03 16:38:33",10,NULL,91,6gzP4B9I
794,"2016-03-03 16:40:50",10,NULL,88,4Sp3il6i
796,"2016-03-03 16:44:35",10,NULL,63,Go8hk6W7
798,"2016-03-03 16:56:35",10,NULL,45,mkt1iNPt
799,"2016-03-03 17:00:21",10,NULL,1,StenHc5C
800,"2016-03-03 17:01:51",10,NULL,44,5PDccWoS
801,"2016-03-03 17:11:53",10,NULL,24,4yJcl9vN
802,"2016-03-03 17:14:49",10,NULL,15,MWVO3zui
803,"2016-03-03 17:18:17",10,NULL,100,l7SKu2ee
805,"2016-03-03 17:24:01",10,NULL,10,ZBWI7Xty
806,"2016-03-03 17:26:54",10,NULL,105,6Hw8WTil
807,"2016-03-03 17:29:08",10,NULL,27,UgQ8JbSl
808,"2016-03-03 17:35:41",10,NULL,90,yNLZgU6v
809,"2016-03-03 17:35:42",10,NULL,86,QGME1INM
811,"2016-03-03 17:46:46",10,NULL,16,dMwqbEJ8
812,"2016-03-03 17:49:27",10,NULL,50,o3QCCKuZ
815,"2016-03-03 17:50:34",10,NULL,6,bDDxFgRE
816,"2016-03-03 17:50:54",10,NULL,87,UMnLsA5W
817,"2016-03-03 17:51:48",10,NULL,41,1K9Sl6tJ
818,"2016-03-03 17:54:53",10,NULL,74,EDDVdDOc
819,"2016-03-03 17:54:58",10,NULL,96,GTyIt22w
820,"2016-03-03 17:57:20",10,NULL,31,8jQNoC5D
821,"2016-03-03 18:06:29",10,NULL,40,aFI5fbwR
822,"2016-03-03 18:07:11",10,NULL,18,kqgSdfeN
824,"2016-03-03 18:23:14",10,NULL,104,3BQG4MEx
825,"2016-03-03 18:23:32",10,NULL,98,J7DTW23L
826,"2016-03-03 18:24:32",10,NULL,8,AQ6XOEsO
827,"2016-03-03 18:34:48",10,NULL,8,fnX9IfKu
829,"2016-03-03 19:06:43",10,NULL,35,tSW0qLqc
830,"2016-03-03 19:13:27",10,NULL,44,QTdJnxkz
831,"2016-03-03 19:25:08",10,NULL,36,kV8MPl3w
832,"2016-03-03 19:30:03",10,NULL,105,Xbg13PKY
833,"2016-03-03 19:41:07",10,NULL,26,HescYEU3
834,"2016-03-03 20:02:27",10,NULL,24,Ntb7s2R6
836,"2016-03-03 20:33:33",10,NULL,95,XX4BbZLI
837,"2016-03-03 20:48:26",10,NULL,2,swFTTYL8
838,"2016-03-03 21:53:34",10,NULL,16,Z7z2E2SO
839,"2016-03-03 22:23:03",10,NULL,86,ytQPJ5i4
841,"2016-03-03 23:09:09",10,NULL,26,Tm5KaWan
842,"2016-03-04 08:01:46",10,NULL,38,2HiS6Yl0
843,"2016-03-04 08:01:50",10,NULL,19,jgJo6yyC
844,"2016-03-04 08:01:51",10,NULL,33,UQxginNY
845,"2016-03-04 08:01:52",10,NULL,10,mfsEGPVh
846,"2016-03-04 08:01:59",10,NULL,81,ujUoZ5Wv
847,"2016-03-04 08:02:03",10,NULL,80,4Tx4sV7z
848,"2016-03-04 08:02:04",10,NULL,108,GOAjFOay
849,"2016-03-04 08:02:12",10,NULL,85,vfmf5h7N
850,"2016-03-04 08:02:15",10,NULL,94,xHFSjCVg
851,"2016-03-04 08:02:15",10,NULL,44,or8EsGQY
852,"2016-03-04 08:02:15",10,NULL,70,YZdhhjyu
854,"2016-03-04 08:02:17",10,NULL,108,LMFD1SeV
855,"2016-03-04 08:02:25",10,NULL,87,5rP1oShd
856,"2016-03-04 08:02:28",10,NULL,26,hB3sWiKd
857,"2016-03-04 08:02:37",10,NULL,34,rXEv5PPD
858,"2016-03-04 08:02:40",10,NULL,79,lejuPjKL
859,"2016-03-04 08:02:42",10,NULL,37,nGP50AEv
861,"2016-03-04 08:02:47",10,NULL,21,XI49vvia
862,"2016-03-04 08:02:48",10,NULL,43,GNka4ug1
865,"2016-03-04 08:02:59",10,NULL,108,yT0WemgU
866,"2016-03-04 08:03:00",10,NULL,20,4rrVDFW4
868,"2016-03-04 08:03:03",10,NULL,45,ViNwBg4v
869,"2016-03-04 08:03:05",10,NULL,107,dv2i1d8q
871,"2016-03-04 08:03:36",10,NULL,105,xP0MHGY6
873,"2016-03-04 08:03:38",10,NULL,43,d7sfrnnf
874,"2016-03-04 08:03:39",10,NULL,34,8aYjV1om
875,"2016-03-04 08:03:40",10,NULL,78,2fHWY7uU
876,"2016-03-04 08:03:45",10,NULL,28,QiJnM2Rr
878,"2016-03-04 08:03:50",10,NULL,17,F2fiExTx
879,"2016-03-04 08:03:54",10,NULL,86,Yub9dMKc
881,"2016-03-04 08:03:59",10,NULL,51,m3RireNJ
882,"2016-03-04 08:04:01",10,NULL,37,KjVgoO66
884,"2016-03-04 08:04:08",10,NULL,2,GnoHDiXd
885,"2016-03-04 08:04:38",10,NULL,60,GxPLRmYV
886,"2016-03-04 08:04:39",10,NULL,68,OvuHDXko
887,"2016-03-04 08:04:44",10,NULL,50,8klzCnru
888,"2016-03-04 08:04:45",10,NULL,11,yhx8iNZ5
889,"2016-03-04 08:04:46",10,NULL,106,chG9nCEU
891,"2016-03-04 08:05:06",10,NULL,82,uIizniR5
892,"2016-03-04 08:05:21",10,NULL,61,gpRMFixc
893,"2016-03-04 08:05:22",10,NULL,75,DRSOm8Om
894,"2016-03-04 08:05:28",10,NULL,75,bhviVMDg
895,"2016-03-04 08:05:28",10,NULL,110,B94Nf4gm
896,"2016-03-04 08:05:53",10,NULL,110,v60uQrYL
897,"2016-03-04 08:06:01",10,NULL,38,P32oVvRI
899,"2016-03-04 08:06:50",10,NULL,63,cc35ZwMd
900,"2016-03-04 08:07:08",10,NULL,102,M327uGG5
901,"2016-03-04 08:07:08",10,NULL,6,4pJQfVXx
904,"2016-03-04 08:09:41",10,NULL,79,YOQfGZ6M
906,"2016-03-04 08:10:27",10,NULL,87,9eOrJVnR
908,"2016-03-04 08:11:12",10,NULL,86,oirZPZTT
909,"2016-03-04 08:11:13",10,NULL,61,qhwe0sC7
911,"2016-03-04 08:14:31",10,NULL,53,ne6JxHab
912,"2016-03-04 08:16:32",10,NULL,87,eOP7sIFf
913,"2016-03-04 08:19:21",10,NULL,24,ceTfsem4
915,"2016-03-04 08:23:04",10,NULL,70,e2cr85pE
916,"2016-03-04 08:24:26",10,NULL,72,WRGDY5D2
917,"2016-03-04 08:28:54",10,NULL,42,ajfIVlYp
918,"2016-03-04 08:33:49",10,NULL,18,S3KKLEo1
919,"2016-03-04 08:35:26",10,NULL,34,eiAcMpeD
921,"2016-03-04 08:36:54",10,NULL,16,iedklhHu
923,"2016-03-04 08:39:05",10,NULL,48,G9SJQSxv
924,"2016-03-04 08:49:53",10,NULL,96,PIVYTkV1
925,"2016-03-04 08:51:36",10,NULL,33,OFIPC3p0
926,"2016-03-04 08:52:18",10,NULL,46,RSF3C4b3
927,"2016-03-04 08:58:30",10,NULL,68,wnTAIOp4
929,"2016-03-04 09:12:59",10,NULL,53,DT3YiNbP
932,"2016-03-04 09:33:01",10,NULL,12,r27Ho9Td
933,"2016-03-04 09:45:51",10,NULL,5,5sDHINEn
936,"2016-03-04 09:54:58",10,NULL,58,xaQErnY2
937,"2016-03-04 10:11:16",10,NULL,3,IfI7r6Gh
938,"2016-03-04 10:19:55",10,NULL,3,3XGkVqX8
939,"2016-03-04 10:21:15",10,NULL,33,WsmT5dyE
941,"2016-03-04 10:24:02",10,NULL,108,XwowXbqM
942,"2016-03-04 10:26:02",10,NULL,58,afEbe3Q6
943,"2016-03-04 11:04:00",10,NULL,17,iNkp8bzA
944,"2016-03-04 11:07:15",10,NULL,83,JnwsrBVY
945,"2016-03-04 11:10:04",10,NULL,63,saMTfHL8
946,"2016-03-04 11:19:41",10,NULL,82,b0AaDOol
947,"2016-03-04 11:22:52",10,NULL,4,H8vyilI6
948,"2016-03-04 11:32:30",10,NULL,99,CEf9Nr73
952,"2016-03-04 12:17:25",10,NULL,79,ijoqAzyW
953,"2016-03-04 12:32:14",10,NULL,17,CZ3WHMZy
954,"2016-03-04 12:33:30",10,NULL,48,2dXSR6im
955,"2016-03-04 12:49:25",10,NULL,106,7GoXHwEW
956,"2016-03-04 13:01:45",10,NULL,78,IjIxfZHV
957,"2016-03-04 13:07:47",10,NULL,64,0PEmnM86
958,"2016-03-04 13:17:00",10,NULL,109,aF5t5wsg
959,"2016-03-04 13:31:18",10,NULL,102,HonW5nl5
960,"2016-03-04 14:09:09",10,NULL,87,JkZZNeKJ
961,"2016-03-04 17:39:27",10,NULL,97,4LPgHSZz
963,"2016-03-09 19:09:33",10,NULL,77,hVeQAXhD
964,"2016-03-09 19:09:46",10,NULL,59,Hgtyvr0Z
965,"2016-03-09 19:10:03",10,NULL,15,FK2NYh5L
967,"2016-03-09 19:10:44",10,NULL,99,R4erreEL
969,"2016-03-09 19:11:21",10,NULL,19,41Ch9P3X
970,"2016-03-09 19:11:59",10,NULL,65,1r0hxlvw
971,"2016-03-09 19:12:37",10,NULL,30,IXbxeUym
973,"2016-03-09 19:13:14",10,NULL,73,2gBzCwH6
974,"2016-03-09 19:14:04",10,NULL,4,bFQ8B3My
975,"2016-03-09 19:14:23",10,NULL,98,ServerError
976,"2016-03-09 19:14:36",10,NULL,76,2KHpdTmV
977,"2016-03-09 19:15:17",10,NULL,69,X1QLQWLm
978,"2016-03-09 19:17:25",10,NULL,25,EakF2uQG
979,"2016-03-09 19:18:59",10,NULL,39,yZQETb08
980,"2016-03-09 19:19:09",10,NULL,49,7QIsJw5u
981,"2016-03-09 19:19:30",10,NULL,99,m14Wh2By
984,"2016-03-09 19:25:27",10,NULL,20,k5lxvymJ
985,"2016-03-09 19:26:39",10,NULL,103,bnPaAxDA
987,"2016-03-09 19:29:29",10,NULL,74,mBaQIoue
989,"2016-03-09 19:37:46",10,NULL,81,VUPlvU24
991,"2016-03-09 19:42:36",10,NULL,71,a8A3tka8
992,"2016-03-09 19:44:29",10,NULL,101,MbvtB0qB
993,"2016-03-09 20:05:00",10,NULL,74,xqlXW46z
994,"2016-03-09 20:14:03",10,NULL,72,nIxyeUFV
995,"2016-03-09 20:14:23",10,NULL,72,mgXpWS4X
996,"2016-03-09 20:24:43",10,NULL,21,APGbbWZB
998,"2016-03-09 20:46:47",10,NULL,92,hChvgwt8
1000,"2016-03-09 20:54:38",10,NULL,32,tt1ElxXQ
1001,"2016-03-09 20:54:40",10,NULL,98,08BpQPyc
1002,"2016-03-09 20:54:40",10,NULL,31,aVmr6nPx
1003,"2016-03-09 20:54:47",10,NULL,88,sBJBqG2P
1004,"2016-03-09 20:54:50",10,NULL,98,1SGjU9f3
1005,"2016-03-09 20:54:50",10,NULL,95,N2at4TrT
1009,"2016-03-09 20:55:21",10,NULL,57,FWVoEWxr
1010,"2016-03-09 20:55:27",10,NULL,66,OyIhKHfj
1012,"2016-03-09 20:55:34",10,NULL,28,f3dmCzP7
1014,"2016-03-09 20:55:38",10,NULL,52,6f7KghPs
1015,"2016-03-09 20:55:46",10,NULL,7,D0dPQKDA
1016,"2016-03-09 20:55:48",10,NULL,31,JtMC7KM2
1017,"2016-03-09 20:56:00",10,NULL,93,boDHryw5
1018,"2016-03-09 20:56:05",10,NULL,36,GwqnBfXB
1019,"2016-03-09 20:56:09",10,NULL,9,4ADEWuzw
1020,"2016-03-09 20:56:11",10,NULL,39,EJPQJujw
1021,"2016-03-09 20:56:43",10,NULL,36,8hOGpkf9
1022,"2016-03-09 20:57:35",10,NULL,107,AhlAsnBW
1023,"2016-03-09 21:00:05",10,NULL,13,BZpKtxiZ
1024,"2016-03-09 21:02:07",10,NULL,60,n6fje2r1
1025,"2016-03-09 21:03:53",10,NULL,29,sFGlh9d1
1026,"2016-03-09 21:05:15",10,NULL,5,OHdNMTFu
1027,"2016-03-09 21:05:37",10,NULL,27,Fr7JfxKt
1028,"2016-03-09 21:06:04",10,NULL,60,LIWwVsii
1029,"2016-03-09 21:09:31",10,NULL,84,BGEXIOS7
1030,"2016-03-09 21:10:20",10,NULL,84,MGPZByoE
1031,"2016-03-09 21:10:22",10,NULL,42,yncAyRlo
1032,"2016-03-09 21:11:20",10,NULL,40,3nwEEmrb
1033,"2016-03-09 21:14:54",10,NULL,55,2G46aolU
1034,"2016-03-09 21:15:14",10,NULL,60,lopQYOOE
1035,"2016-03-09 21:15:41",10,NULL,22,nArtfPTf
1036,"2016-03-09 21:15:42",10,NULL,85,TGR5Fj5q
1038,"2016-03-09 21:17:01",10,NULL,104,atpczsVS
1039,"2016-03-09 21:17:17",10,NULL,56,ALn2LYRq
1041,"2016-03-09 21:20:08",10,NULL,67,jcCABpfd
1043,"2016-03-09 21:22:55",10,NULL,54,CiYx65UL
1044,"2016-03-09 21:28:39",10,NULL,54,w2mANVdD
1047,"2016-03-09 21:43:07",10,NULL,104,pHkTnXkB
1049,"2016-03-09 22:11:17",10,NULL,47,E5eUsnmL
1050,"2016-03-09 22:11:47",10,NULL,56,37hhjvvy
1052,"2016-03-09 22:14:02",10,NULL,62,Pb2jNw75
1054,"2016-03-09 22:19:18",10,NULL,52,SndnFR0R
1055,"2016-03-09 22:19:30",10,NULL,29,tSGkzCOL
1056,"2016-03-09 22:25:38",10,NULL,62,9gOWsYLf
1057,"2016-03-09 22:34:28",10,NULL,56,FQ6D2XGV
1058,"2016-03-09 22:51:37",10,NULL,9,UqO3hbqO
1059,"2016-03-09 22:58:36",10,NULL,7,yQQHd6u3
1060,"2016-03-09 22:58:36",10,NULL,7,nRIy06g4
1062,"2016-03-09 23:25:57",10,NULL,67,KMItNhTC
1063,"2016-03-09 23:52:25",10,NULL,92,eHaW8DQf
1064,"2016-03-09 23:57:25",10,NULL,55,nkmrMmfs
1065,"2016-03-10 00:02:02",10,NULL,55,CZSbshSd
1066,"2016-03-10 00:11:49",10,NULL,93,UV2rACjL
1076,"2016-03-20 20:30:58",10,NULL,82,AdzDZCTD
1077,"2016-03-20 20:31:01",10,NULL,75,9u0sPbnB
1078,"2016-03-20 20:31:31",10,NULL,80,KdHx0fd3
1079,"2016-03-20 20:31:38",10,NULL,84,B8IU9oRA
1080,"2016-03-20 20:31:38",10,NULL,96,0u3x2FsD
1081,"2016-03-20 20:31:43",10,NULL,46,l9Bff4dM
1082,"2016-03-20 20:31:43",10,NULL,40,XGRicIoj
1083,"2016-03-20 20:31:46",10,NULL,67,PeEdKs95
1084,"2016-03-20 20:31:55",10,NULL,15,Krb4yoS7
1086,"2016-03-20 20:32:03",10,NULL,10,V8eCIVBn
1088,"2016-03-20 20:32:27",10,NULL,20,84TbVqjp
1089,"2016-03-20 20:32:45",10,NULL,22,E5J2iodz
1090,"2016-03-20 20:32:46",10,NULL,15,FLXfNYID
1091,"2016-03-20 20:32:52",10,NULL,70,BqaBMQf4
1092,"2016-03-20 20:32:56",10,NULL,30,DhAiU6Hx
1094,"2016-03-20 20:34:38",10,NULL,68,Qkog8Uby
1096,"2016-03-20 20:35:25",10,NULL,39,zJqsX5rF
1097,"2016-03-20 20:36:52",10,NULL,3,E0m8YRrU
1098,"2016-03-20 20:37:00",10,NULL,21,bRpghptq
1099,"2016-03-20 20:38:56",10,NULL,69,ARBTGbJ7
1100,"2016-03-20 20:39:29",10,NULL,83,4UwvY2Ht
1101,"2016-03-20 20:42:17",10,NULL,32,Hu2kR7Oi
1103,"2016-03-20 20:44:31",10,NULL,57,7zbzhbcQ
1105,"2016-03-20 20:46:09",10,NULL,13,J7mElFV8
1106,"2016-03-20 20:55:46",10,NULL,9,7aSIQYAA
1107,"2016-03-20 20:58:09",10,NULL,35,hMvOTE9a
1108,"2016-03-20 20:58:52",10,NULL,11,DPxErQzq
1110,"2016-03-20 21:03:08",10,NULL,66,FM2hGTBS
1111,"2016-03-20 21:05:43",10,NULL,27,YD9LN58j
1112,"2016-03-20 21:06:05",10,NULL,95,4FJz82ET
1113,"2016-03-20 21:07:02",10,NULL,25,nH65xrdd
1114,"2016-03-20 21:46:54",10,NULL,100,UxZjXOwn
1115,"2016-03-20 21:49:48",10,NULL,85,i9PoNeO1
1116,"2016-03-20 22:17:36",10,NULL,107,oSgfZrlz
1117,"2016-03-20 22:39:34",10,NULL,19,rkuSSweG
1118,"2016-03-20 22:51:41",10,NULL,5,Pcpa0Khj
1119,"2016-03-20 23:35:38",10,NULL,47,1HwyVt5B
1120,"2016-03-20 23:47:12",10,NULL,90,kR35MnWZ
1121,"2016-03-20 23:50:18",10,NULL,88,mzgNufOy
1122,"2016-03-21 01:40:23",10,NULL,14,cSTnHq0V
